president,first-term,word_count,fk_grade,readability,text
,,,,,
,,,,,"This is more particularly the case in relation to that part of the instrument which treats of the legislative branch, and not only as regards the exercise of powers claimed under a general clause giving that body the authority to pass all laws necessary to carry into effect the specified powers, but in relation to the latter also. It is, however, consolatory to reflect that most of the instances of alleged departure from the letter or spirit of the Constitution have ultimately received the sanction of a majority of the people. And the fact that many of our statesmen most distinguished for talent and patriotism have been at one time or other of their political career on both sides of each of the most warmly disputed questions forces upon us the inference that the errors, if errors there were, are attributable to the intrinsic difficulty in many instances of ascertaining the intentions of the framers of the Constitution rather than the influence of any sinister or unpatriotic motive. But the great danger to our institutions does not appear to me to be in a usurpation by the Government of power not granted by the people, but by the accumulation in one of the departments of that which was assigned to others. Limited as are the powers which have been granted, still enough have been granted to constitute a despotism if concentrated in one of the departments. This danger is greatly heightened, as it has been always observable that men are less jealous of encroachments of one department upon another than upon their own reserved rights. When the Constitution of the United States first came from the hands of the Convention which formed it, many of the sternest republicans of the day were alarmed at the extent of the power which had been granted to the Federal Government, and more particularly of that portion which had been assigned to the executive branch. There were in it features which appeared not to be in harmony with their ideas of a simple representative democracy or republic, and knowing the tendency of power to increase itself, particularly when exercised by a single individual, predictions were made that at no very remote period the Government would terminate in virtual monarchy. It would not become me to say that the fears of these patriots have been already realized; but as I sincerely believe that the tendency of measures and of men's opinions for some years past has been in that direction, it is, I conceive, strictly proper that I should take this occasion to repeat the assurances I have heretofore given of my determination to arrest the progress of that tendency if it really exists and restore the Government to its pristine health and vigor, as far as this can be effected by any legitimate exercise of the power placed in my hands."
,,,,,
,,,,,"I proceed to state in as summary a manner as I can my opinion of the sources of the evils which have been so extensively complained of and the correctives which may be applied. Some of the former are unquestionably to be found in the defects of the Constitution; others, in my judgment, are attributable to a misconstruction of some of its provisions. Of the former is the eligibility of the same individual to a second term of the Presidency. The sagacious mind of Mr. Jefferson early saw and lamented this error, and attempts have been made, hitherto without success, to apply the amendatory power of the States to its correction. As, however, one mode of correction is in the power of every President, and consequently in mine, it would be useless, and perhaps invidious, to enumerate the evils of which, in the opinion of many of our fellow-citizens, this error of the sages who framed the Constitution may have been the source and the bitter fruits which we are still to gather from it if it continues to disfigure our system. It may be observed, however, as a general remark, that republics can commit no greater error than to adopt or continue any feature in their systems of government which may be calculated to create or increase the lover of power in the bosoms of those to whom necessity obliges them to commit the management of their affairs; and surely nothing is more likely to produce such a state of mind than the long continuance of an office of high trust. Nothing can be more corrupting, nothing more destructive of all those noble feelings which belong to the character of a devoted republican patriot. When this corrupting passion once takes possession of the human mind, like the love of gold it becomes insatiable. It is the never-dying worm in his bosom, grows with his growth and strengthens with the declining years of its victim. If this is true, it is the part of wisdom for a republic to limit the service of that officer at least to whom she has intrusted the management of her foreign relations, the execution of her laws, and the command of her armies and navies to a period so short as to prevent his forgetting that he is the accountable agent, not the principal; the servant, not the master. Until an amendment of the Constitution can be effected public opinion may secure the desired object. I give my aid to it by renewing the pledge heretofore given that under no circumstances will I consent to serve a second term."
,,,,,
,,,,,"But if there is danger to public liberty from the acknowledged defects of the Constitution in the want of limit to the continuance of the Executive power in the same hands, there is, I apprehend, not much less from a misconstruction of that instrument as it regards the powers actually given. I can not conceive that by a fair construction any or either of its provisions would be found to constitute the President a part of the legislative power. It can not be claimed from the power to recommend, since, although enjoined as a duty upon him, it is a privilege which he holds in common with every other citizen; and although there may be something more of confidence in the propriety of the measures recommended in the one case than in the other, in the obligations of ultimate decision there can be no difference. In the language of the Constitution, ""all the legislative powers"" which it grants ""are vested in the Congress of the United States."" It would be a solecism in language to say that any portion of these is not included in the whole."
,,,,,
,,,,,"It may be said, indeed, that the Constitution has given to the Executive the power to annul the acts of the legislative body by refusing to them his assent. So a similar power has necessarily resulted from that instrument to the judiciary, and yet the judiciary forms no part of the Legislature. There is, it is true, this difference between these grants of power: The Executive can put his negative upon the acts of the Legislature for other cause than that of want of conformity to the Constitution, whilst the judiciary can only declare void those which violate that instrument. But the decision of the judiciary is final in such a case, whereas in every instance where the veto of the Executive is applied it may be overcome by a vote of two-thirds of both Houses of Congress. The negative upon the acts of the legislative by the executive authority, and that in the hands of one individual, would seem to be an incongruity in our system. Like some others of asimilar character, however, it appears to be highly expedient, and if used only with the forbearance and in the spirit which was intended by its authors it may be productive of great good and be found one of the best safeguards to the Union. At the period of the formation of the Constitution the principle does not appear to have enjoyed much favor in the State governments. It existed but in two, and in one of these there was a plural executive. If we would search for the motives which operated upon the purely patriotic and enlightened assembly which framed the Constitution for the adoption of a provision so apparently repugnant to the leading democratic principle that the majority should govern, we must reject the idea that they anticipated from it any benefit to the ordinary course of legislation. They knew too well the high degree of intelligence which existed among the people and the enlightened character of the State legislatures not to have the fullest confidence that the two bodies elected by them would be worthy representatives of such constituents, and, of course, that they would require no aid in conceiving and maturing the measures which the circumstances of the country might require. And it is preposterous to suppose that a thought could for a moment have been entertained that the President, placed at the capital, in the center of the country, could better understand the wants and wishes of the people than their own immediate representatives, who spend a part of every year among them, living with them, often laboring with them, and bound to them by the triple tie of interest, duty, and affection. To assist or control Congress, then, in its ordinary legislation could not, I conceive, have been the motive for conferring the veto power on the President. This argument acquires additional force from the fact of its never having been thus used by the first six Presidents--and two of them were members of the Convention, one presiding over its deliberations and the other bearing a larger share in consummating the labors of that august body than any other person. But if bills were never returned to Congress by either of the Presidents above referred to upon the ground of their being inexpedient or not as well adapted as they might be to the wants of the people, the veto was applied upon that of want of conformity to the Constitution or because errors had been committed from a too hasty enactment."
,,,,,
,,,,,"There is another ground for the adoption of the veto principle, which had probably more influence in recommending it to the Convention than any other. I refer to the security which it gives to the just and equitable action of the Legislature upon all parts of the Union. It could not but have occurred to the Convention that in a country so extensive, embracing so great a variety of soil and climate, and consequently of products, and which from the same causes must ever exhibit a great difference in the amount of the population of its various sections, calling for a great diversity in the employments of the people, that the legislation of the majority might not always justly regard the rights and interests of the minority, and that acts of this character might be passed under an express grant by the words of the Constitution, and therefore not within the competency of the judiciary to declare void; that however enlightened and patriotic they might suppose from past experience the members of Congress might be, and however largely partaking, in the general, of the liberal feelings of the people, it was impossible to expect that bodies so constituted should not sometimes be controlled by local interests and sectional feelings. It was proper, therefore, to provide some umpire from whose situation and mode of appointment more independence and freedom from such influences might be expected. Such a one was afforded by the executive department constituted by the Constitution. A person elected to that high office, having his constituents in every section, State, and subdivision of the Union, must consider himself bound by the most solemn sanctions to guard, protect, and defend the rights of all and of every portion, great or small, from the injustice and oppression of the rest. I consider the veto power, therefore given by the Constitution to the Executive of the United States solely as a conservative power, to be used only first, to protect the Constitution from violation; secondly, the people from the effects of hasty legislation where their will has been probably disregarded or not well understood, and, thirdly, to prevent the effects of combinations violative of the rights of minorities. In reference to the second of these objects I may observe that I consider it the right and privilege of the people to decide disputed points of the Constitution arising from the general grant of power to Congress to carry into effect the powers expressly given; and I believe with Mr. Madison that ""repeated recognitions under varied circumstances in acts of the legislative, executive, and judicial branches of the Government, accompanied by indications in different modes of the concurrence of the general will of the nation,"" as affording to the President sufficient authority for his considering such disputed points as settled."
,,,,,
,,,,,"Upward of half a century has elapsed since the adoption of the present form of government. It would be an object more highly desirable than the gratification of the curiosity of speculative statesmen if its precise situation could be ascertained, a fair exhibit made of the operations of each of its departments, of the powers which they respectively claim and exercise, of the collisions which have occurred between them or between the whole Government and those of the States or either of them. We could then compare our actual condition after fifty years' trial of our system with what it was in the commencement of its operations and ascertain whether the predictions of the patriots who opposed its adoption or the confident hopes of its advocates have been best realized. The great dread of the former seems to have been that the reserved powers of the States would be absorbed by those of the Federal Government and a consolidated power established, leaving to the States the shadow only of that independent action for which they had so zealously contended and on the preservation of which they relied as the last hope of liberty. Without denying that the result to which they looked with so much apprehension is in the way of being realized, it is obvious that they did not clearly see the mode of its accomplishment The General Government has seized upon none of the reserved rights of the States. AS far as any open warfare may have gone, the State authorities have amply maintained their rights. To a casual observer our system presents no appearance of discord between the different members which compose it. Even the addition of many new ones has produced no jarring. They move in their respective orbits in perfect harmony with the central head and with each other. But there is still an undercurrent at work by which, if not seasonably checked, the worst apprehensions of our antifederal patriots will be realized, and not only will the State authorities be overshadowed by the great increase of power in the executive department of the General Government, but the character of that Government, if not its designation, be essentially and radically changed. This state of things has been in part effected by causes inherent in the Constitution and in part by the never-failing tendency of political power to increase itself. By making the President the sole distributer of all the patronage of the Government the framers of the Constitution do not appear to have anticipated at how short a period it would become a formidable instrument to control the free operations of the State governments. Of trifling importance at first, it had early in Mr. Jefferson's Administration become so powerful as to create great alarm in the mind of that patriot from the potent influence it might exert in controlling the freedom of the elective franchise. If such could have then been the effects of its influence, how much greater must be the danger at this time, quadrupled in amount as it certainly is and more completely under the control of the Executive will than their construction of their powers allowed or the forbearing characters of all the early Presidents permitted them to make. But it is not by the extent of its patronage alone that the executive department has become dangerous, but by the use which it appears may be made of the appointing power to bring under its control the whole revenues of the country. The Constitution has declared it to be the duty of the President to see that the laws are executed, and it makes him the Commander in Chief of the Armies and Navy of the United States. If the opinion of the most approved writers upon that species of mixed government which in modern Europe is termed monarchy in contradistinction to despotism is correct, there was wanting no other addition to the powers of our Chief Magistrate to stamp a monarchical character on our Government but the control of the public finances; and to me it appears strange indeed that anyone should doubt that the entire control which the President possesses over the officers who have the custody of the public money, by the power of removal with or without cause, does, for all mischievous purposes at least, virtually subject the treasure also to his disposal. The first Roman Emperor, in his attempt to seize the sacred treasure, silenced the opposition of the officer to whose charge it had been committed by a significant allusion to his sword. By a selection of political instruments for the care of the public money a reference to their commissions by a President would be quite as effectual an argument as that of Caesar to the Roman knight. I am not insensible of the great difficulty that exists in drawing a proper plan for the safe- keeping and disbursement of the public revenues, and I know the importance which has been attached by men of great abilities and patriotism to the divorce, as it is called, of the Treasury from the banking institutions It is not the divorce which is complained of, but the unhallowed union of the Treasury with the executive department, which has created such extensive alarm. To this danger to our republican institutions and that created by the influence given to the Executive through the instrumentality of the Federal officers I propose to apply all the remedies which may be at my command. It was certainly a great error in the framers of the Constitution not to have made the officer at the head of the Treasury Department entirely independent of the Executive. He should at least have been removable only upon the demand of the popular branch of the Legislature. I have determined never to remove a Secretary of the Treasury without communicating all the circumstances attending such removal to both Houses of Congress."
,,,,,
,,,,,"The influence of the Executive in controlling the freedom of the elective franchise through the medium of the public officers can be effectually checked by renewing the prohibition published by Mr. Jefferson forbidding their interference in elections further than giving their own votes, and their own independence secured by an assurance of perfect immunity in exercising this sacred privilege of freemen under the dictates of their own unbiased judgments. Never with my consent shall an officer of the people, compensated for his services out of their pockets, become the pliant instrument of Executive will."
,,,,,
,,,,,"There is no part of the means placed in the hands of the Executive which might be used with greater effect for unhallowed purposes than the control of the public press. The maxim which our ancestors derived from the mother country that ""the freedom of the press is the great bulwark of civil and religious liberty"" is one of the most precious legacies which they have left us. We have learned, too, from our own as well as the experience of other countries, that golden shackles, by whomsoever or by whatever pretense imposed, are as fatal to it as the iron bonds of despotism. The presses in the necessary employment of the Government should never be used ""to clear the guilty or to varnish crime."" A decent and manly examination of the acts of the Government should be not only tolerated, but encouraged."
,,,,,
,,,,,"Upon another occasion I have given my opinion at some length upon the impropriety of Executive interference in the legislation of Congress--that the article in the Constitution making it the duty of the President to communicate information and authorizing him to recommend measures was not intended to make him the source in legislation, and, in particular, that he should never be looked to for schemes of finance. It would be very strange, indeed, that the Constitution should have strictly forbidden one branch of the Legislature from interfering in the origination of such bills and that it should be considered proper that an altogether different department of the Government should be permitted to do so. Some of our best political maxims and opinions have been drawn from our parent isle. There are others, however, which can not be introduced in our system without singular incongruity and the production of much mischief, and this I conceive to be one. No matter in which of the houses of Parliament a bill may originate nor by whom introduced--a minister or a member of the opposition-- by the fiction of law, or rather of Constitutional principle, the sovereign is supposed to have prepared it agreeably to his will and then submitted it to Parliament for their advice and consent. Now the very reverse is the case here, not only with regard to the principle, but the forms prescribed by the Constitution. The principle certainly assigns to the only body constituted by the Constitution (the legislative body) the power to make laws, and the forms even direct that the enactment should be ascribed to them. The Senate, in relation to revenue bills, have the right to propose amendments, and so has the Executive by the power given him to return them to the House of Representatives with his objections. It is in his power also to propose amendments in the existing revenue laws, suggested by his observations upon their defective or injurious operation. But the delicate duty of devising schemes of revenue should be left where the Constitution has placed it--with the immediate representatives of the people. For similar reasons the mode of keeping the public treasure should be prescribed by them, and the further removed it may be from the control of the Executive the more wholesome the arrangement and the more in accordance with republican principle."
,,,,,
,,,,,"Connected with this subject is the character of the currency. The idea of making it exclusively metallic, however well intended, appears to me to be fraught with more fatal consequences than any other scheme having no relation to the personal rights of the citizens that has ever been devised. If any single scheme could produce the effect of arresting at once that mutation of condition by which thousands of our most indigent fellow-citizens by their industry and enterprise are raised to the possession of wealth, that is the one. If there is one measure better calculated than another to produce that state of things so much deprecated by all true republicans, by which the rich are daily adding to their hoards and the poor sinking deeper into penury, it is an exclusive metallic currency. Or if there is a process by which the character of the country for generosity and nobleness of feeling may be destroyed by the great increase and neck toleration of usury, it is an exclusive metallic currency."
,,,,,
,,,,,"Amongst the other duties of a delicate character which the President is called upon to perform is the supervision of the government of the Territories of the United States. Those of them which are destined to become members of our great political family are compensated by their rapid progress from infancy to manhood for the partial and temporary deprivation of their political rights. It is in this District only where American citizens are to be found who under a settled policy are deprived of many important political privileges without any inspiring hope as to the future. Their only consolation under circumstances of such deprivation is that of the devoted exterior guards of a camp--that their sufferings secure tranquillity and safety within. Are there any of their countrymen, who would subject them to greater sacrifices, to any other humiliations than those essentially necessary to the security of the object for which they were thus separated from their fellow-citizens? Are their rights alone not to be guaranteed by the application of those great principles upon which all our Constitutions are founded? We are told by the greatest of British orators and statesmen that at the commencement of the War of the Revolution the most stupid men in England spoke of ""their American subjects."" Are there, indeed, citizens of any of our States who have dreamed of their subjects in the District of Columbia? Such dreams can never be realized by any agency of mine. The people of the District of Columbia are not the subjects of the people of the States, but free American citizens. Being in the latter condition when the Constitution was formed, no words used in that instrument could have been intended to deprive them of that character. If there is anything in the great principle of unalienable rights so emphatically insisted upon in our Declaration of Independence, they could neither make nor the United States accept a surrender of their liberties and become the subjects--in other words, the slaves--of their former fellow-citizens. If this be true--and it will scarcely be denied by anyone who has a correct idea of his own rights as an American citizen--the grant to Congress of exclusive jurisdiction in the District of Columbia can be interpreted, so far as respects the aggregate people of the United States, as meaning nothing more than to allow to Congress the controlling power necessary to afford a free and safe exercise of the functions assigned to the General Government by the Constitution. In all other respects the legislation of Congress should be adapted to their peculiar position and wants and be conformable with their deliberate opinions of their own interests."
,,,,,
,,,,,"I have spoken of the necessity of keeping the respective departments of the Government, as well as all the other authorities of our country, within their appropriate orbits. This is a matter of difficulty in some cases, as the powers which they respectively claim are often not defined by any distinct lines. Mischievous,"
,,,,, those which arise between the respective communities which for certain purposes compose one nation are much more so
,,,,, can only be preserved by the same forbearance. Our citizens must be content with the exercise of the powers with which the Constitution clothes them. The attempt of those of one State to control the domestic institutions of another can only result in feelings of distrust and jealousy
,,,,, is productive of no other consequences than bitterness
,,,,, it does not become us to disparage the States governments
,,,,, that devoted attachment to liberty
,,,,, that I should give some indications to my fellow-citizens of my proposed course of conduct in the management of our foreign relations. I assure them
,,,,, I must say something to you on the subject of the parties at this time existing in our country. To me it appears perfectly clear that the interest of that country requires that the violence of the spirit by which those parties are at this time governed must be greatly mitigated
,,,,, the parent of a spirit antagonist to that of liberty
,,,,, and a just sense of religious responsibility are essentially connected with all true and lasting happiness; and to that good Being who has blessed us by the gifts of civil and religious freedom
,,,,, I now take an affectionate leave of you. You will bear with you to your homes the remembrance of the pledge I have this day given to discharge all the high duties of my exalted station according to the best of my ability
,,,,,
,,,,, observed by all my predecessors
,,,,, of one of my predecessors
,,,,,
,,,,, the hearty and generous acceptance of the legitimate results of that revolution have not yet been realized. Difficult and embarrassing questions meet us at the threshold of this subject. The people of those States are still impoverished
,,,,,
,,,,, and not otherwise. In furtherance of such obedience to the letter and the spirit of the Constitution
,,,,,000 people from a condition of servitude to that of citizenship
,,,,, I am sincerely anxious to use every legitimate influence in favor of honest and efficient local self-government as the true resource of those States for the promotion of the contentment and prosperity of their citizens. In the effort I shall make to accomplish this purpose I ask the cordial cooperation of all who cherish an interest in the welfare of the country
,,,,, lies the improvement of the intellectual and moral condition of the people. Universal suffrage should rest upon universal education. To this end
,,,,, but a united country.
,,,,, radical
,,,,, gave a prominent place to the subject of reform of our civil service
,,,,,
,,,,, I recommend an amendment to the Constitution prescribing a term of six years for the Presidential office and forbidding a reelection.
,,,,, which began in September
,,,,, as it is
,,,,, but that the interests
,,,,, threatening the peace of Europe
,,,,, of submitting to arbitration grave questions in dispute between ourselves and foreign powers points to a new
,,,,, questions of difference should at any time during the period of my Administration arise between the United States and any foreign government
,,,,, perhaps
,,,,, that the objections and questions in dispute with reference to the counting of the electoral votes should be referred to the decision of a tribunal appointed for this purpose.
,,,,, men of long-established reputation for integrity and intelligence
,,,,,
,,,,,
,,,,, to give to the world the first example in history of a great nation
,,,,, Senators
,,,,, but of justice
,,,,,My Countrymen:
,,,,,
,,,,,This occasion is not alone the administration of the most sacred oath which can be assumed by an American citizen. It is a dedication and consecration under God to the highest office in service of our people. I assume this trust in the humility of knowledge that only through the guidance of Almighty Providence can I hope to discharge its ever-increasing burdens.
,,,,,
,,,,,It is in keeping with tradition throughout our history that I should express simply and directly the opinions which I hold concerning some of the matters of present importance.
,,,,,
,,,,,OUR PROGRESS
,,,,,
,,,,,"If we survey the situation of our Nation both at home and abroad, we find many satisfactions; we find some causes for concern. We have emerged from the losses of the Great War and the reconstruction following it with increased virility and strength. From this strength we have contributed to the recovery and progress of the world. What America has done has given renewed hope and courage to all who have faith in government by the people. In the large view, we have reached a higher degree of comfort and security than ever existed before in the history of the world. Through liberation from widespread poverty we have reached a higher degree of individual freedom than ever before. The devotion to and concern for our institutions are deep and sincere. We are steadily building a new race--a new civilization great in its own attainments. The influence and high purposes of our Nation are respected among the peoples of the world. We aspire to distinction in the world, but to a distinction based upon confidence in our sense of justice as well as our accomplishments within our own borders and in our own lives. For wise guidance in this great period of recovery the Nation is deeply indebted to Calvin Coolidge."
,,,,,
,,,,,But all this majestic advance should not obscure the constant dangers from which self-government must be safeguarded. The strong man must at all times be alert to the attack of insidious disease.
,,,,,
,,,,,THE FAILURE OF OUR SYSTEM OF CRIMINAL JUSTICE
,,,,,
,,,,,The most malign of all these dangers today is disregard and disobedience of law. Crime is increasing. Confidence in rigid and speedy justice is decreasing. I am not prepared to believe that this indicates any decay in the moral fiber of the American people. I am not prepared to believe that it indicates an impotence of the Federal Government to enforce its laws.
,,,,,
,,,,,It is only in part due to the additional burdens imposed upon our judicial system by the eighteenth amendment. The problem is much wider than that. Many influences had increasingly complicated and weakened our law enforcement organization long before the adoption of the eighteenth amendment.
,,,,,
,,,,,"To reestablish the vigor and effectiveness of law enforcement we must critically consider the entire Federal machinery of justice, the redistribution of its functions, the simplification of its procedure, the provision of additional special tribunals, the better selection of juries, and the more effective organization of our agencies of investigation and prosecution that justice may be sure and that it may be swift. While the authority of the Federal Government extends to but part of our vast system of national, State, and local justice, yet the standards which the Federal Government establishes have the most profound influence upon the whole structure."
,,,,,
,,,,,"We are fortunate in the ability and integrity of our Federal judges and attorneys. But the system which these officers are called upon to administer is in many respects ill adapted to present-day conditions. Its intricate and involved rules of procedure have become the refuge of both big and little criminals. There is a belief abroad that by invoking technicalities, subterfuge, and delay, the ends of justice may be thwarted by those who can pay the cost."
,,,,,
,,,,,"Reform, reorganization and strengthening of our whole judicial and enforcement system, both in civil and criminal sides, have been advocated for years by statesmen, judges, and bar associations. First steps toward that end should not longer be delayed. Rigid and expeditious justice is the first safeguard of freedom, the basis of all ordered liberty, the vital force of progress. It must not come to be in our Republic that it can be defeated by the indifference of the citizen, by exploitation of the delays and entanglements of the law, or by combinations of criminals. Justice must not fail because the agencies of enforcement are either delinquent or inefficiently organized. To consider these evils, to find their remedy, is the most sore necessity of our times."
,,,,,
,,,,,ENFORCEMENT OF THE EIGHTEENTH AMENDMENT
,,,,,
,,,,,"Of the undoubted abuses which have grown up under the eighteenth amendment, part are due to the causes I have just mentioned; but part are due to the failure of some States to accept their share of responsibility for concurrent enforcement and to the failure of many State and local officials to accept the obligation under their oath of office zealously to enforce the laws. With the failures from these many causes has come a dangerous expansion in the criminal elements who have found enlarged opportunities in dealing in illegal liquor."
,,,,,
,,,,,But a large responsibility rests directly upon our citizens. There would be little traffic in illegal liquor if only criminals patronized it. We must awake to the fact that this patronage from large numbers of law-abiding citizens is supplying the rewards and stimulating crime.
,,,,,
,,,,,"I have been selected by you to execute and enforce the laws of the country. I propose to do so to the extent of my own abilities, but the measure of success that the Government shall attain will depend upon the moral support which you, as citizens, extend. The duty of citizens to support the laws of the land is coequal with the duty of their Government to enforce the laws which exist. No greater national service can be given by men and women of good will--who, I know, are not unmindful of the responsibilities of citizenship--than that they should, by their example, assist in stamping out crime and outlawry by refusing participation in and condemning all transactions with illegal liquor. Our whole system of self-government will crumble either if officials elect what laws they will enforce or citizens elect what laws they will support. The worst evil of disregard for some law is that it destroys respect for all law. For our citizens to patronize the violation of a particular law on the ground that they are opposed to it is destructive of the very basis of all that protection of life, of homes and property which they rightly claim under other laws. If citizens do not like a law, their duty as honest men and women is to discourage its violation; their right is openly to work for its repeal."
,,,,,
,,,,,To those of criminal mind there can be no appeal but vigorous enforcement of the law. Fortunately they are but a small percentage of our people. Their activities must be stopped.
,,,,,
,,,,,A NATIONAL INVESTIGATION
,,,,,
,,,,,"I propose to appoint a national commission for a searching investigation of the whole structure of our Federal system of jurisprudence, to include the method of enforcement of the eighteenth amendment and the causes of abuse under it. Its purpose will be to make such recommendations for reorganization of the administration of Federal laws and court procedure as may be found desirable. In the meantime it is essential that a large part of the enforcement activities be transferred from the Treasury Department to the Department of Justice as a beginning of more effective organization."
,,,,,
,,,,,THE RELATION OF GOVERNMENT TO BUSINESS
,,,,,
,,,,,"The election has again confirmed the determination of the American people that regulation of private enterprise and not Government ownership or operation is the course rightly to be pursued in our relation to business. In recent years we have established a differentiation in the whole method of business regulation between the industries which produce and distribute commodities on the one hand and public utilities on the other. In the former, our laws insist upon effective competition; in the latter, because we substantially confer a monopoly by limiting competition, we must regulate their services and rates. The rigid enforcement of the laws applicable to both groups is the very base of equal opportunity and freedom from domination for all our people, and it is just as essential for the stability and prosperity of business itself as for the protection of the public at large. Such regulation should be extended by the Federal Government within the limitations of the Constitution and only when the individual States are without power to protect their citizens through their own authority. On the other hand, we should be fearless when the authority rests only in the Federal Government."
,,,,,
,,,,,COOPERATION BY THE GOVERNMENT
,,,,,
,,,,,"The larger purpose of our economic thought should be to establish more firmly stability and security of business and employment and thereby remove poverty still further from our borders. Our people have in recent years developed a new-found capacity for cooperation among themselves to effect high purposes in public welfare. It is an advance toward the highest conception of self- government. Self-government does not and should not imply the use of political agencies alone. Progress is born of cooperation in the community--not from governmental restraints. The Government should assist and encourage these movements of collective self- help by itself cooperating with them. Business has by cooperation made great progress in the advancement of service, in stability, in regularity of employment and in the correction of its own abuses. Such progress, however, can continue only so long as business manifests its respect for law."
,,,,,
,,,,,"There is an equally important field of cooperation by the Federal Government with the multitude of agencies, State, municipal and private, in the systematic development of those processes which directly affect public health, recreation, education, and the home. We have need further to perfect the means by which Government can be adapted to human service."
,,,,,
,,,,,EDUCATION
,,,,,
,,,,,"Although education is primarily a responsibility of the States and local communities, and rightly so, yet the Nation as a whole is vitally concerned in its development everywhere to the highest standards and to complete universality. Self-government can succeed only through an instructed electorate. Our objective is not simply to overcome illiteracy. The Nation has marched far beyond that. The more complex the problems of the Nation become, the greater is the need for more and more advanced instruction. Moreover, as our numbers increase and as our life expands with science and invention, we must discover more and more leaders for every walk of life. We can not hope to succeed in directing this increasingly complex civilization unless we can draw all the talent of leadership from the whole people. One civilization after another has been wrecked upon the attempt to secure sufficient leadership from a single group or class. If we would prevent the growth of class distinctions and would constantly refresh our leadership with the ideals of our people, we must draw constantly from the general mass. The full opportunity for every boy and girl to rise through the selective processes of education can alone secure to us this leadership."
,,,,,
,,,,,PUBLIC HEALTH
,,,,,
,,,,,"In public health the discoveries of science have opened a new era. Many sections of our country and many groups of our citizens suffer from diseases the eradication of which are mere matters of administration and moderate expenditure. Public health service should be as fully organized and as universally incorporated into our governmental system as is public education. The returns are a thousand fold in economic benefits, and infinitely more in reduction of suffering and promotion of human happiness."
,,,,,
,,,,,WORLD PEACE
,,,,,
,,,,,"The United States fully accepts the profound truth that our own progress, prosperity, and peace are interlocked with the progress, prosperity, and peace of all humanity. The whole world is at peace. The dangers to a continuation of this peace to-day are largely the fear and suspicion which still haunt the world. No suspicion or fear can be rightly directed toward our country."
,,,,,
,,,,,"Those who have a true understanding of America know that we have no desire for territorial expansion, for economic or other domination of other peoples. Such purposes are repugnant to our ideals of human freedom. Our form of government is ill adapted to the responsibilities which inevitably follow permanent limitation of the independence of other peoples. Superficial observers seem to find no destiny for our abounding increase in population, in wealth and power except that of imperialism. They fail to see that the American people are engrossed in the building for themselves of a new economic system, a new social system, a new political system all of which are characterized by aspirations of freedom of opportunity and thereby are the negation of imperialism. They fail to realize that because of our abounding prosperity our youth are pressing more and more into our institutions of learning; that our people are seeking a larger vision through art, literature, science, and travel; that they are moving toward stronger moral and spiritual life--that from these things our sympathies are broadening beyond the bounds of our Nation and race toward their true expression in a real brotherhood of man. They fail to see that the idealism of America will lead it to no narrow or selfish channel, but inspire it to do its full share as a nation toward the advancement of civilization. It will do that not by mere declaration but by taking a practical part in supporting all useful international undertakings. We not only desire peace with the world, but to see peace maintained throughout the world. We wish to advance the reign of justice and reason toward the extinction of force."
,,,,,
,,,,,"The recent treaty for the renunciation of war as an instrument of national policy sets an advanced standard in our conception of the relations of nations. Its acceptance should pave the way to greater limitation of armament, the offer of which we sincerely extend to the world. But its full realization also implies a greater and greater perfection in the instrumentalities for pacific settlement of controversies between nations. In the creation and use of these instrumentalities we should support every sound method of conciliation, arbitration, and judicial settlement. American statesmen were among the first to propose and they have constantly urged upon the world, the establishment of a tribunal for the settlement of controversies of a justiciable character. The Permanent Court of International Justice in its major purpose is thus peculiarly identified with American ideals and with American statesmanship. No more potent instrumentality for this purpose has ever been conceived and no other is practicable of establishment. The reservations placed upon our adherence should not be misinterpreted. The United States seeks by these reservations no special privilege or advantage but only to clarify our relation to advisory opinions and other matters which are subsidiary to the major purpose of the court. The way should, and I believe will, be found by which we may take our proper place in a movement so fundamental to the progress of peace."
